Ticker,Industry,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
WMT,Consumer Defensive,"DJIA, S&P 500",38.06,4.15,0.90%,2.69B,-2.03%,422.80B,22.75,10.74%,-78.99%,1.42B,0.29%,11.30B,6.69,1.50,32.90%,0.83% / 2.00,4.26%,622.02B,0.68,-12.40%,-0.56%,11.77M,9.47%,26.88,5.88,4.60%,172.92,13.20%,3.95,39.98,5.69%,15.10%,128.07 - 162.78,11.38%,2.28,21.70,5.90%,12.10%,-2.98%,0.5,1.44%,0.20,4.10%,24.10%,23.32%,2.44,2100000,0.80,7.60%,3.50%,48.68,2.37% 1.40%,Yes,0.68,-16.70%,1.80%,1.59,155.69,Yes,0.60,Aug 17 BMO,54.00%,5.87M,157.93,1.90,-0.96%,0.70%,6.32%,"9,312,581",1.44%
UAL,Industrials,S&P 500,6.16,7.98,0.30%,328.00M,-6.05%,16.32B,4.08,4.58%,0.86%,326.62M,-13.20%,2.67B,0.08,4.10,60.70%,5.39% / 2.78,2.02%,50.88B,0.32,136.60%,-5.67%,17.59M,0.22%,23.49,2.09,3.80%,71.84,26.03%,57.59,0.85,72.92%,40.80%,31.58 - 58.23,30.24%,-,9.54,-19.10%,5.40%,-15.68%,1.41,-,0.90,3.50%,58.60%,55.48%,1.39,99800,0.90,17.10%,8.50%,32.99,2.01% 2.33%,Yes,3.98,225.60%,5.20%,0.77,49.53,Yes,3.49,Jul 19 AMC,0.00%,6.33M,49.1,2.10,-7.83%,-8.46%,3.52%,"4,895,962",-0.87%
ZION,Financial,S&P 500,6.11,5.68,1.00%,147.69M,-9.32%,5.04B,8.14,-7.06%,8.28%,145.73M,-8.36%,845.00M,-,1.10,85.20%,10.99% / 3.67,27.50%,3.44B,1.47,-14.70%,2.27%,16.01M,-32.42%,32.79,1.06,1.00%,37.47,-40.80%,27.56,1.26,-,18.50%,18.26 - 59.75,-29.35%,1.64,3.75,15.40%,42.20%,-41.87%,1.14,4.72%,-,4.30%,-,90.20%,1.5,9989,-,60.70%,71.20%,46.73,2.48% 4.04%,Yes,0.11,-12.70%,24.60%,0.45,34.96,Yes,0.11,Jul 19 AMC,28.80%,4.36M,34.73,2.60,-6.58%,6.44%,-11.43%,"1,952,353",-0.66%
ADBE,Technology,"NDX, S&P 500",48.52,10.47,0.29%,458.00M,-0.06%,234.97B,28.55,13.13%,-3.68%,454.46M,-1.69%,4.85B,3.45,3.98,84.10%,0.94% / 1.13,40.98%,18.43B,12.75,0.70%,-0.71%,4.26M,39.15%,32.40,15.68,17.90%,553.86,16.06%,14.27,35.60,14.07%,33.80%,274.73 - 552.94,50.99%,-,31.65,24.50%,26.70%,-8.10%,1.34,-,1.20,19.20%,87.80%,84.96%,12.34,29239,1.20,9.80%,33.60%,46.91,2.10% 2.13%,Yes,0.24,13.30%,26.30%,0.57,511.67,Yes,0.24,Jun 15 AMC,0.00%,3.78M,508.13,2.10,-2.83%,1.15%,29.97%,"2,138,871",-0.69%
BAC,Financial,S&P 500,8.38,3.48,0.11%,8.04B,-6.97%,228.73B,8.84,-2.57%,-2.87%,7.94B,-8.14%,28.24B,0.34,0.80,71.00%,0.91% / 1.59,2.25%,105.70B,2.16,-10.80%,0.34%,71.88M,-17.49%,31.70,0.92,0.90%,35.81,-20.05%,129.26,0.23,24.37%,11.40%,26.32 - 38.60,-12.11%,0.96,5.12,12.90%,6.30%,-24.59%,1.38,3.30%,-,4.70%,-,10.60%,0.66,216000,-,116.10%,50.10%,36.01,1.69% 1.87%,Yes,2.41,20.90%,26.70%,0.69,29.28,Yes,1.09,Jul 18 BMO,25.20%,45.15M,29.11,2.50,-7.03%,-2.94%,-8.11%,"31,371,641",-0.58%
OXY,Energy,S&P 500,10.82,5.92,0.28%,889.30M,-2.69%,54.87B,14.67,28.86%,-,868.77M,5.97%,5.86B,-,0.71,79.40%,5.25% / 4.48,9.99%,31.66B,1.73,501.30%,-2.98%,45.63M,2.51%,23.04,2.78,8.20%,68.25,1.75%,0.57,112.89,-,29.20%,55.51 - 77.13,1.71%,0.72,6.53,49.10%,32.20%,-16.93%,1.77,1.12%,0.70,23.80%,63.70%,15.42%,1.54,11973,1.00,-37.20%,29.10%,57.47,2.42% 2.33%,Yes,0.97,-81.90%,18.50%,0.74,63.16,Yes,0.96,Aug 02 AMC,9.60%,10.19M,64.07,2.50,1.57%,5.87%,2.27%,"7,494,163",1.44%
IBM,Technology,"DJIA, S&P 500",68.95,2.05,0.09%,911.01M,-1.19%,128.94B,14.03,5.25%,0.00%,910.15M,2.19%,2.01B,15.14,2.15,58.50%,2.89% / 5.85,12.10%,60.52B,2.13,-60.30%,1.43%,26.33M,4.75%,24.40,5.80,1.60%,143.75,2.63%,17.87,7.91,4.55%,9.40%,115.54 - 153.21,0.37%,6.64,12.52,-29.90%,2.50%,-7.70%,0.84,4.70%,1.00,-5.20%,54.60%,22.39%,1.91,311300,1.10,-0.40%,3.10%,53.26,1.18% 1.20%,Yes,2.59,-0.30%,3.30%,0.87,140.66,Yes,2.28,Jul 19 AMC,298.00%,4.51M,141.41,2.60,-0.86%,2.76%,4.46%,"3,912,527",0.53%
LYB,Basic Materials,S&P 500,14.96,6.51,0.10%,325.00M,-1.78%,32.06B,9.69,21.68%,-1.94%,257.06M,6.85%,2.11B,-,1.80,71.90%,2.01% / 2.59,8.16%,43.01B,0.75,-29.50%,-0.30%,5.16M,-1.38%,39.79,2.45,5.80%,100.42,8.44%,7.50,12.99,-1.05%,16.70%,71.46 - 101.30,17.29%,5.00,9.94,3.00%,17.60%,-3.86%,1.2,5.13%,1.10,7.90%,11.20%,36.29%,1.98,19300,1.80,-30.50%,7.00%,55.39,1.83% 1.99%,Yes,0.90,-56.30%,4.90%,0.87,96.94,Yes,0.79,Aug 04 BMO,74.00%,1.99M,97.39,2.70,0.59%,4.57%,7.48%,"1,730,996",0.46%
NOC,Industrials,S&P 500,14.26,30.17,0.10%,151.70M,-0.20%,64.97B,17.45,8.69%,-7.33%,150.39M,-5.32%,4.65B,7.50,5.77,85.20%,0.86% / 1.73,-3.03%,37.88B,1.72,-27.70%,0.76%,1.29M,-7.56%,102.08,4.21,10.50%,503.39,-12.66%,22.41,19.20,1.90%,31.10%,421.73 - 556.27,-21.16%,7.48,28.72,11.90%,9.40%,-22.67%,0.52,1.74%,1.10,7.10%,20.20%,2.00%,7.08,95000,1.20,8.80%,9.70%,40.12,1.42% 1.49%,Yes,0.96,-12.00%,12.30%,0.96,429.17,Yes,0.89,Jul 27 BMO,23.30%,744.06K,430.17,2.50,-2.37%,-4.01%,-8.83%,"716,289",0.23%
AIZ,Financial,S&P 500,21.92,6.42,0.20%,53.75M,-1.70%,7.35B,10.06,13.74%,-12.91%,52.71M,8.68%,345.30M,1.60,2.27,99.00%,1.55% / 2.11,6.77%,10.59B,0.69,-49.30%,-6.46%,0.82M,5.84%,83.47,1.69,1.00%,167.60,-17.97%,26.82,5.25,13.70%,8.00%,104.49 - 172.65,12.51%,2.80,6.27,-4.00%,6.10%,-18.50%,0.53,1.99%,-,9.70%,-,34.66%,2.66,13700,-,9.00%,5.30%,60.58,1.21% 2.02%,Yes,0.47,205.70%,3.30%,0.7,141.99,Yes,0.47,Aug 01 AMC,43.10%,388.25K,140.71,1.70,1.81%,7.07%,11.14%,"271,773",-0.90%
BXP,Real Estate,S&P 500,14.97,4.23,0.10%,156.83M,-7.08%,9.81B,26.45,-7.25%,6.56%,156.57M,-0.14%,664.30M,2.14,0.68,99.80%,6.49% / 5.91,28.27%,3.20B,3.06,70.10%,-3.08%,10.16M,-11.31%,38.51,1.64,2.70%,67.79,-27.90%,10.21,6.20,7.00%,10.90%,46.18 - 88.75,-6.33%,3.92,-,13.00%,5.10%,-28.68%,1.15,6.19%,-,3.60%,62.70%,37.07%,1.9,780,-,-46.50%,32.30%,46.58,1.88% 2.71%,Yes,2.60,-71.50%,20.80%,0.49,63.06,Yes,2.60,Aug 01 AMC,92.50%,1.72M,63.3,2.60,-4.11%,4.00%,2.23%,"850,920",0.38%
IR,Industrials,S&P 500,39.53,1.68,0.10%,404.50M,-2.35%,26.82B,21.64,10.42%,-36.23%,403.57M,1.37%,688.00M,3.09,0.69,98.53%,0.90% / 1.68,10.95%,6.46B,4.16,16.20%,-8.60%,3.65M,15.86%,23.28,2.86,4.80%,74.23,26.48%,2.92,22.77,12.79%,7.70%,42.20 - 68.92,27.25%,0.08,28.98,57.80%,5.60%,-3.53%,1.42,0.12%,1.60,20.00%,40.10%,57.56%,1.21,17000,2.30,17.10%,15.10%,51.71,1.77% 1.75%,Yes,0.29,31.40%,10.90%,1.75,66.1,Yes,0.29,Aug 02 AMC,4.60%,2.17M,66.49,2.10,0.17%,1.85%,14.42%,"3,796,315",0.59%
AAP,Consumer Cyclical,S&P 500,10.40,6.72,0.20%,59.33M,-3.39%,4.11B,10.31,14.79%,17.73%,58.79M,-0.26%,404.70M,3.71,1.66,92.06%,7.62% / 1.58,-42.52%,11.20B,0.37,-13.50%,-3.77%,4.48M,-53.51%,44.43,1.57,3.30%,78.75,-66.74%,3.85,18.14,2.80%,15.00%,63.56 - 210.23,-52.51%,1.00,-,13.10%,13.80%,-66.78%,1.08,1.43%,0.20,3.50%,44.00%,9.86%,2.04,40000,1.20,1.30%,5.40%,43.42,2.48% 2.65%,Yes,0.72,-68.40%,3.60%,0.68,69.46,Yes,0.68,Aug 23 BMO,66.70%,2.84M,69.83,3.00,-2.46%,-0.15%,-42.19%,"1,921,310",0.53%
ES,Utilities,S&P 500,19.13,3.37,0.10%,349.46M,-3.83%,22.27B,13.87,6.26%,-4.57%,347.69M,-12.33%,1.18B,2.86,1.01,82.00%,1.57% / 2.57,-12.43%,12.66B,1.76,14.20%,0.33%,5.47M,-18.10%,44.51,1.45,2.20%,82.08,-31.28%,0.12,527.74,6.70%,7.60%,64.19 - 94.41,-23.10%,2.70,-,5.40%,4.50%,-31.71%,0.51,4.19%,0.60,9.50%,-,0.44%,1.27,9626,0.60,2.50%,15.70%,27.35,1.49% 1.80%,Yes,1.60,-94.80%,9.30%,0.79,64.38,Yes,1.42,Jul 31 AMC,77.80%,2.12M,64.47,2.30,-6.69%,-8.36%,-15.89%,"1,680,603",0.14%
MET,Financial,S&P 500,28.49,2.19,0.10%,765.90M,-2.18%,46.09B,6.74,19.75%,-3.07%,630.72M,2.17%,2.03B,3.03,2.11,75.50%,1.48% / 1.99,20.01%,70.60B,0.65,-62.90%,-0.81%,9.31M,-14.09%,39.51,1.58,0.30%,76.43,-7.72%,20.82,2.99,9.40%,6.90%,48.95 - 77.36,-13.97%,2.08,3.88,-8.70%,7.30%,-19.52%,1.09,3.34%,-,2.30%,-,27.19%,1.24,45000,-,7.40%,5.40%,54.57,1.72% 1.80%,Yes,0.59,-55.60%,2.90%,0.69,61.84,Yes,0.58,Aug 02 AMC,77.90%,4.68M,62.26,2.10,-0.75%,5.72%,-2.88%,"3,225,368",0.68%
GPC,Consumer Cyclical,S&P 500,18.10,8.56,0.10%,140.57M,-1.97%,21.50B,15.49,8.15%,3.04%,139.93M,-0.19%,1.21B,2.03,2.41,82.40%,1.56% / 2.37,-6.01%,22.88B,0.94,33.30%,1.09%,2.18M,-13.55%,28.96,5.35,7.30%,176.00,-3.56%,3.82,40.56,8.90%,31.40%,145.30 - 187.73,-10.74%,3.80,29.01,12.90%,17.20%,-17.50%,0.9,2.45%,0.60,6.30%,35.40%,6.59%,2.71,58000,1.10,5.60%,7.20%,42.1,1.63% 1.52%,Yes,0.84,-6.80%,5.30%,0.7,154.31,Yes,0.73,Jul 20 BMO,42.90%,918.42K,154.87,2.50,-0.92%,-3.42%,-7.86%,"646,160",0.36%
FDS,Financial,S&P 500,32.98,13.02,0.10%,38.28M,1.28%,16.32B,25.84,10.29%,-32.79%,38.10M,-0.05%,507.50M,2.50,3.50,92.50%,2.61% / 3.14,9.11%,2.05B,7.96,-1.10%,0.94%,0.99M,0.52%,43.60,9.85,12.70%,442.14,-5.18%,13.65,31.45,13.20%,33.40%,377.89 - 474.13,7.03%,3.92,28.90,9.50%,12.90%,-9.43%,0.81,0.91%,2.10,8.60%,53.60%,13.63%,6.82,12072,2.10,8.40%,31.50%,57.41,1.23% 1.45%,Yes,1.00,78.90%,24.80%,0.84,430.39,Yes,1.00,Jun 22 BMO,27.50%,316.25K,429.4,2.80,-0.07%,3.36%,3.11%,"265,300",-0.23%
COF,Financial,S&P 500,8.04,13.06,1.00%,382.80M,-4.84%,40.12B,7.84,14.89%,-2.04%,377.33M,-8.65%,5.01B,-,3.31,91.00%,2.01% / 2.77,5.86%,37.28B,1.08,-33.50%,-0.04%,7.57M,-5.84%,129.87,0.81,1.10%,118.15,-7.54%,108.89,0.96,-6.60%,10.40%,83.93 - 123.09,12.99%,2.40,2.46,19.20%,20.10%,-14.66%,1.47,2.28%,-,4.40%,-,25.15%,2.67,55600,-,43.30%,51.30%,33.07,1.80% 2.22%,Yes,1.00,-29.10%,13.50%,0.55,105.07,Yes,1.00,Jul 20 AMC,18.30%,2.74M,105.04,2.70,-6.71%,-5.88%,1.74%,"1,512,993",-0.03%
PNR,Industrials,S&P 500,22.30,2.99,0.10%,165.00M,-4.54%,11.16B,15.78,13.29%,-16.28%,164.34M,0.51%,494.40M,2.50,0.87,96.60%,2.27% / 3.00,12.03%,4.17B,2.68,-12.10%,4.43%,3.74M,18.21%,17.79,3.74,7.50%,74.20,32.01%,0.85,78.81,8.93%,17.80%,38.55 - 71.82,48.07%,0.88,25.02,24.80%,10.50%,-7.27%,1.15,1.32%,0.80,7.70%,34.90%,72.76%,1.4,11250,1.50,1.70%,15.60%,43.07,1.94% 1.88%,Yes,0.72,0.40%,11.80%,0.95,66.46,Yes,0.72,Jul 27 BMO,28.70%,1.25M,66.6,2.40,-3.49%,1.98%,21.09%,"1,188,797",0.21%
KMI,Energy,S&P 500,15.69,1.11,0.10%,2.24B,-1.97%,38.31B,14.37,8.98%,-2.87%,1.95B,-1.19%,2.50B,52.30,0.26,63.00%,1.91% / 2.86,5.51%,17.14B,2.23,43.70%,-0.08%,37.22M,-3.65%,13.67,1.28,3.60%,20.32,-6.14%,0.23,77.09,0.30%,8.10%,16.00 - 19.35,-3.60%,1.13,11.60,32.40%,5.40%,-9.95%,0.92,6.48%,0.40,7.00%,44.00%,8.94%,0.3,10525,0.50,-32.00%,24.80%,49.85,1.56% 1.61%,Yes,1.03,-6.90%,14.60%,1.49,17.34,Yes,0.94,Jul 19 AMC,100.40%,13.02M,17.43,2.70,-0.98%,0.94%,-0.84%,"19,462,880",0.52%
WEC,Utilities,S&P 500,20.10,4.28,0.14%,315.40M,-0.90%,27.22B,17.51,6.48%,-0.34%,315.00M,-5.77%,1.35B,3.65,1.00,76.50%,1.17% / 2.62,-3.75%,9.28B,2.93,8.40%,-0.09%,3.70M,-6.13%,37.04,2.32,3.20%,98.67,-19.61%,0.17,497.64,5.50%,11.70%,80.82 - 108.20,-8.29%,3.12,-,7.20%,5.60%,-20.53%,0.41,3.63%,0.50,4.60%,58.20%,6.40%,1.47,7022,0.60,-14.00%,20.30%,39.3,1.37% 1.64%,Yes,1.55,0.90%,14.60%,1.0,84.98,Yes,1.34,Aug 01 BMO,70.30%,1.41M,85.99,2.40,-2.89%,-3.65%,-6.97%,"1,412,255",1.19%
AFL,Financial,S&P 500,10.02,7.47,0.10%,600.74M,-2.09%,44.04B,12.23,3.33%,-19.16%,536.70M,3.40%,4.60B,1.67,1.45,60.60%,2.16% / 5.11,11.87%,18.81B,2.34,3.10%,-0.92%,11.58M,8.27%,34.02,2.20,3.50%,74.95,17.14%,8.02,9.33,6.00%,21.80%,56.03 - 78.43,4.05%,1.68,13.78,14.50%,16.10%,-4.56%,0.91,2.24%,-,-2.10%,-,33.59%,1.25,12882,-,-2.70%,26.60%,54.74,1.21% 1.62%,Yes,0.34,25.10%,24.50%,1.26,75.61,Yes,0.34,Aug 01 AMC,21.90%,2.26M,74.85,2.70,0.08%,4.67%,8.30%,"2,864,382",-1.01%
PXD,Energy,S&P 500,10.16,23.41,0.69%,234.00M,0.46%,55.25B,10.46,14.82%,0.00%,231.52M,11.60%,5.78B,-,4.76,92.50%,1.56% / 1.98,17.81%,20.39B,2.71,261.20%,-1.21%,3.60M,13.48%,94.02,2.53,16.10%,251.56,10.98%,0.98,242.35,-4.00%,25.90%,175.47 - 261.11,7.51%,16.47,11.18,92.10%,28.80%,-8.90%,1.41,6.92%,0.60,35.70%,52.60%,35.56%,4.68,2076,0.70,-34.90%,36.80%,71.79,1.42% 1.99%,Yes,0.24,-51.20%,28.30%,0.7,236.6,Yes,0.23,Aug 01 AMC,107.50%,1.82M,237.86,2.40,3.94%,10.55%,10.32%,"1,271,861",0.53%
KHC,Consumer Defensive,"NDX, S&P 500",13.16,2.56,0.40%,1.23B,-2.58%,41.15B,11.28,2.79%,-10.70%,788.47M,-7.53%,3.16B,2.55,0.66,78.30%,1.68% / 1.72,-13.49%,27.10B,1.52,204.40%,2.84%,13.23M,-15.38%,40.57,0.83,3.50%,41.20,-11.88%,0.77,43.46,5.17%,6.50%,32.73 - 42.80,-17.32%,1.60,18.08,-9.80%,4.50%,-21.36%,0.68,4.75%,0.50,0.30%,31.80%,2.84%,0.49,37000,1.00,2.50%,17.00%,28.09,1.25% 1.40%,Yes,0.40,277.40%,11.70%,0.85,33.49,Yes,0.39,Aug 02 BMO,62.20%,7.70M,33.66,2.70,-4.53%,-5.77%,-12.47%,"6,530,317",0.51%
ADSK,Technology,"NDX, S&P 500",51.80,3.85,0.10%,215.00M,-3.98%,42.70B,23.85,14.92%,-5.43%,213.10M,-5.35%,838.00M,3.60,1.92,95.00%,1.41% / 1.90,-2.52%,5.10B,8.37,68.60%,2.06%,3.00M,-10.11%,4.17,47.88,9.50%,231.70,-12.50%,9.97,20.04,14.38%,90.90%,179.61 - 234.99,6.86%,-,18.44,48.50%,25.30%,-15.03%,1.49,-,0.70,19.50%,90.40%,11.17%,5.13,13700,0.70,8.50%,19.40%,39.53,2.51% 2.39%,Yes,2.54,11.80%,16.40%,0.62,198.7,Yes,2.54,Aug 23 AMC,0.00%,1.58M,199.68,2.10,-3.76%,-4.11%,-1.82%,"975,724",0.49%
EVRG,Utilities,S&P 500,17.16,3.29,0.20%,230.10M,-3.23%,12.90B,14.24,8.97%,-5.62%,229.24M,-7.13%,757.40M,6.43,1.88,86.30%,0.88% / 1.66,-4.79%,5.84B,2.21,-14.70%,0.13%,2.01M,-7.56%,41.44,1.36,2.60%,63.17,-20.71%,0.14,410.68,2.67%,7.90%,54.12 - 71.48,-10.38%,2.45,-,7.50%,5.70%,-21.10%,0.5,4.34%,0.30,17.90%,-,4.21%,0.94,4512,0.50,-6.40%,22.20%,34.97,1.32% 1.51%,Yes,1.35,-8.00%,13.00%,0.9,56.8,Yes,1.06,Aug 04 BMO,72.00%,1.21M,56.4,2.40,-4.26%,-4.46%,-6.63%,"1,093,335",-0.70%
TGT,Consumer Defensive,S&P 500,22.32,5.88,0.20%,460.90M,0.12%,60.50B,13.66,22.15%,-5.09%,460.65M,-2.55%,2.72B,-,1.85,81.90%,2.02% / 1.49,-14.90%,109.27B,0.55,-57.60%,1.89%,9.29M,-24.83%,25.18,5.21,5.10%,162.46,-25.17%,2.86,45.80,-7.51%,24.50%,124.96 - 181.70,-11.96%,4.40,121.98,5.10%,11.70%,-27.79%,1.0,3.35%,0.20,8.50%,24.80%,5.00%,3.27,440000,0.90,0.60%,3.50%,48.49,3.57% 2.18%,Yes,1.40,-4.90%,2.50%,0.92,130.11,Yes,1.38,Aug 16 BMO,70.10%,6.24M,131.21,2.40,-0.75%,-0.70%,-13.97%,"5,752,292",0.85%
VTRS,Healthcare,S&P 500,7.38,1.52,0.32%,1.20B,-0.79%,13.28B,3.91,-2.44%,-0.30%,1.20B,7.55%,1.85B,-,0.74,77.10%,2.04% / 2.65,20.17%,15.60B,0.85,262.60%,2.14%,24.35M,-3.35%,17.38,0.65,3.80%,12.12,4.74%,0.60,18.67,-2.10%,9.00%,8.42 - 12.40,1.17%,0.48,6.50,2.10%,2.20%,-9.19%,1.14,4.26%,0.90,6.40%,43.50%,33.73%,0.27,37000,1.50,-4.80%,6.70%,65.08,1.53% 2.44%,Yes,0.89,-14.90%,11.90%,0.82,11.34,Yes,0.83,Aug 07 BMO,31.30%,9.19M,11.26,2.70,4.38%,9.48%,7.38%,"7,537,784",-0.71%
DIS,Communication Services,"DJIA, S&P 500",38.12,2.25,0.06%,1.83B,-3.44%,161.91B,17.53,32.80%,-0.40%,1.82B,-0.29%,4.12B,1.81,0.72,65.00%,1.22% / 1.44,-8.32%,86.98B,1.86,57.80%,2.18%,22.34M,-18.78%,53.53,1.61,1.60%,109.73,-30.01%,5.52,15.57,21.02%,3.50%,84.07 - 123.13,-1.06%,-,1722.45,-21.00%,3.30%,-30.19%,1.27,-,0.90,8.50%,33.00%,2.25%,1.84,220000,1.00,13.30%,7.20%,44.12,1.42% 1.99%,Yes,0.50,170.00%,3.80%,0.79,85.92,Yes,0.46,Aug 09 AMC,0.00%,15.56M,85.96,2.20,-1.43%,-3.06%,-9.79%,"12,338,539",0.05%
SYK,Healthcare,S&P 500,39.26,7.08,0.10%,379.70M,-1.49%,105.88B,24.28,10.40%,-1.98%,355.24M,-6.12%,2.71B,3.93,2.44,79.80%,0.83% / 2.24,-2.58%,19.45B,5.44,18.30%,1.53%,2.96M,5.58%,45.72,6.08,7.40%,320.32,25.51%,3.88,71.64,9.98%,16.10%,200.80 - 306.93,13.67%,3.00,43.81,4.80%,8.50%,-9.45%,0.95,1.08%,0.80,8.20%,63.10%,38.40%,4.96,51000,1.50,11.20%,17.10%,37.98,1.38% 1.73%,Yes,0.75,12.00%,13.90%,0.75,277.93,Yes,0.64,Aug 03 AMC,41.20%,1.32M,277.91,2.20,-2.04%,-4.24%,3.18%,"992,994",-0.01%
JBHT,Industrials,S&P 500,23.32,8.19,0.30%,103.56M,-5.98%,19.67B,21.05,17.59%,-6.44%,81.69M,-0.54%,858.00M,4.17,1.91,77.50%,3.04% / 3.27,11.90%,13.85B,1.42,29.00%,-3.44%,2.48M,1.63%,37.77,5.06,11.00%,199.96,1.23%,2.87,66.47,5.59%,23.10%,156.28 - 209.21,9.55%,1.68,124.80,0.50%,20.70%,-8.70%,1.16,0.88%,-,15.60%,18.50%,22.22%,4.23,37151,1.20,-18.40%,8.60%,40.91,2.27% 2.06%,Yes,0.37,-25.20%,6.20%,0.83,190.05,Yes,0.31,Jul 18 AMC,19.80%,759.83K,191.01,2.20,-5.33%,1.42%,5.60%,"633,281",0.51%
AMP,Financial,S&P 500,15.61,21.29,0.20%,106.40M,-3.50%,34.00B,9.91,10.89%,-10.92%,102.60M,-6.87%,2.35B,0.89,7.68,85.20%,0.55% / 1.10,9.44%,15.03B,2.26,-2.10%,-1.46%,0.57M,-4.89%,38.35,8.67,1.40%,370.73,15.35%,73.09,4.55,17.60%,61.50%,249.35 - 358.02,6.74%,5.40,8.45,14.80%,6.90%,-7.16%,1.47,1.62%,-,3.30%,49.60%,33.29%,6.32,13500,-,14.80%,23.90%,39.48,1.71% 1.74%,Yes,10.20,53.00%,15.60%,0.67,330.51,Yes,1.43,Jul 26 AMC,23.50%,514.87K,332.37,2.20,-4.03%,-1.15%,3.13%,"345,239",0.56%
CRM,Technology,"DJIA, S&P 500",539.03,0.38,0.10%,980.00M,-1.85%,199.07B,22.77,20.72%,-61.02%,943.32M,-10.23%,379.00M,21.46,1.83,79.50%,0.79% / 1.15,-3.98%,32.19B,6.18,-85.90%,-0.96%,7.49M,21.84%,58.58,3.50,0.40%,241.62,8.98%,14.38,14.24,25.12%,0.60%,126.34 - 238.22,54.48%,-,28.18,-20.60%,0.10%,-14.02%,1.21,-,1.00,24.40%,73.80%,62.13%,4.62,79390,1.00,11.30%,2.40%,35.56,2.06% 1.87%,Yes,0.17,620.10%,1.20%,0.65,203.84,Yes,0.16,Aug 30 AMC,0.00%,6.52M,204.83,2.10,-5.57%,-5.25%,12.30%,"4,251,655",0.49%
HPE,Technology,S&P 500,22.02,0.77,0.20%,1.30B,-3.41%,21.98B,7.97,0.95%,-35.99%,1.29B,-1.16%,1.02B,4.76,0.49,85.40%,2.27% / 2.21,17.97%,29.60B,0.74,-74.50%,-0.75%,29.16M,3.28%,15.62,1.09,1.80%,17.34,13.86%,2.15,7.90,4.62%,5.10%,11.90 - 18.14,6.52%,0.48,20.07,20.30%,2.20%,-6.26%,1.26,2.82%,0.70,-0.30%,34.30%,42.86%,0.38,60200,0.90,3.90%,4.00%,44.51,1.93% 2.18%,Yes,0.66,68.60%,3.50%,0.67,16.97,Yes,0.41,Aug 29 AMC,61.10%,13.22M,17.0,2.60,-2.42%,-0.21%,7.59%,"8,832,841",0.18%
TEL,Technology,S&P 500,19.76,6.46,0.20%,315.00M,-4.01%,40.68B,16.97,12.24%,-14.17%,313.42M,-10.04%,2.06B,6.37,1.76,95.50%,0.64% / 1.37,3.75%,16.36B,2.49,10.30%,-4.07%,2.02M,-3.26%,36.03,3.54,9.70%,147.91,-6.08%,3.55,35.97,3.10%,18.60%,104.76 - 146.60,11.24%,2.36,18.59,11.70%,16.30%,-12.89%,1.35,1.85%,1.10,6.00%,31.30%,21.90%,2.24,92000,1.80,-2.40%,14.20%,24.38,1.51% 1.61%,Yes,0.37,-8.80%,12.60%,1.15,127.84,Yes,0.34,Jul 26 BMO,34.90%,1.47M,127.7,2.40,-7.54%,-7.10%,0.23%,"1,692,412",-0.11%
COP,Energy,S&P 500,11.28,10.40,0.10%,1.21B,-0.44%,138.09B,12.27,13.51%,0.94%,1.20B,5.01%,12.91B,-,1.95,83.40%,1.00% / 2.20,17.13%,66.73B,2.07,140.30%,-0.14%,11.95M,9.57%,39.37,2.98,14.00%,129.79,19.56%,5.79,20.26,-10.12%,26.80%,90.43 - 135.97,0.61%,5.34,10.05,65.60%,26.10%,-13.74%,1.3,4.55%,1.30,21.60%,45.90%,29.71%,2.58,9700,1.40,-41.60%,28.80%,60.99,1.69% 2.03%,Yes,0.35,-53.70%,19.30%,0.79,116.73,Yes,0.33,Aug 03 BMO,48.80%,5.42M,117.29,2.00,1.27%,7.68%,7.07%,"4,258,769",0.48%
VMC,Basic Materials,S&P 500,38.51,5.50,0.17%,133.20M,-5.41%,28.19B,26.07,19.00%,-3.23%,132.64M,-4.44%,735.30M,1.82,2.26,92.20%,0.98% / 1.59,7.84%,7.58B,3.72,-11.90%,0.45%,1.30M,14.26%,54.07,3.92,5.10%,249.33,18.85%,1.25,169.82,21.15%,10.40%,147.64 - 229.75,20.95%,1.72,43.13,14.60%,6.90%,-7.81%,0.79,0.81%,1.80,13.50%,22.80%,43.46%,4.44,11397,2.60,8.10%,15.00%,33.76,2.19% 2.06%,Yes,0.54,55.50%,9.60%,1.47,213.33,Yes,0.54,Aug 03 BMO,30.40%,821.46K,211.8,2.00,-5.05%,-3.30%,11.93%,"1,209,023",-0.72%
